casc_orgid,casc_name,casc_postcode,ch_orgid,ch_number,ch_name,ch_postcode,ch_type
GB-CASC-7df7fcfb,Stanmore Links Ltd,HA7 2RL,GB-COH-00210169,00210169,STANMORE LINKS LIMITED,HA7 2RL,Private Limited Company
GB-CASC-7addcec8,Staplehurst Cricket and Tennis Club Limited,TN12 0DH,GB-COH-11406213,11406213,STAPLEHURST CRICKET AND TENNIS CLUB LIMITED,TN12 0LG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f7c05117,Stewartby Water Sports Club Ltd,MK43 9PG,GB-COH-01035387,01035387,STEWARTBY WATER SPORTS CLUB LIMITED,MK43 9PG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c9a3df3b,Stockport School of Gymnastics Community Interest Company,SK7 5DA,GB-COH-07390699,07390699,STOCKPORT SCHOOL OF GYMNASTICS COMMUNITY INTEREST COMPANY,SK12 1TP,Community Interest Company
GB-CASC-a159e9b4,Stocksbridge RUFC Ltd,S36 1BN,GB-COH-05755788,05755788,STOCKSBRIDGE RUFC LIMITED,S36 1DY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-4ae18f79,Stocksfield Golf Club Ltd,NE43 7RE,GB-COH-01274624,01274624,STOCKSFIELD GOLF CLUB LIMITED,NE43 7RE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f60a6b5f,Stoke Gabriel Boating Association,TQ3 1BQ,GB-COH-CE001353,CE001353,STOKE GABRIEL BOATING ASSOCIATION,,Charitable Incorporated Organisation
GB-CASC-f7de1625,Storrington Lawn Tennis Club CIC,RH20 4HE,GB-COH-11423414,11423414,STORRINGTON LAWN TENNIS CLUB CIC,RH20 4HE,Community Interest Company
GB-CASC-2eccb877,Stratford-upon-Avon Rugby Football Club Ltd,CV37 7DP,GB-COH-06695060,06695060,STRATFORD-UPON-AVON RUGBY FOOTBALL CLUB LIMITED,CV37 7DP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b5c3ce84,Stratford Oaks Golf Club Ltd,CV37 0EZ,GB-COH-10154335,10154335,STRATFORD OAKS GOLF CLUB LIMITED,CV37 0EZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-73109469,Strawberry Hill Golf Club Ltd,EC2A 4DJ,GB-COH-07022002,07022002,STRAWBERRY HILL GOLF CLUB LIMITED,TW2 5SD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-8383313e,Streets Ahead,SP10 5NA,GB-COH-CE013311,CE013311,STREETS AHEAD,,Charitable Incorporated Organisation
GB-CASC-23ac240c,Stroud Rugby Ltd,GL5 3HS,GB-COH-10210064,10210064,STROUD RUGBY LIMITED,GL10 3UT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-0524814b,Sutton Bowling Club Ltd,SM2 6JA,GB-COH-00227811,00227811,SUTTON BOWLING CLUB LIMITED,SM2 6JA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-64875087,Sutton Coldfield Cricket and Hockey Club Ltd,B75 6PE,GB-COH-01192863,01192863,SUTTON COLDFIELD CRICKET AND HOCKEY CLUB LIMITED,B75 7RS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-defc49df,Swaffham Rugby Football Club Ltd,PE37 7NX,GB-COH-07416739,07416739,SWAFFHAM RUGBY FOOTBALL CLUB LIMITED,PE37 8GT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-7f302e4b,Swale Indoor Bowling Centre Ltd,ME10 2BJ,GB-COH-03581568,03581568,SWALE INDOOR BOWLING CENTRE LIMITED,ME14 1BQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-843f0d6c,Swanmead Sports Association,TN9 1PE,GB-COH-07883453,07883453,SWANMEAD SPORTS ASSOCIATION,TN9 1PP,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-cfc7f448,Swansea Gymnastics Centre,SA5 4EP,GB-COH-09048763,09048763,SWANSEA GYMNASTICS CENTRE,SA5 4EP,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-ad4fb4d0,Swansea Indoor Bowls Ltd,SA6 8AX,GB-COH-09319649,09319649,SWANSEA INDOOR BOWLS LTD,SA6 8AX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-543205d6,Swansea Uplands RFC Ltd,SA2 7HP,GB-COH-08426453,08426453,SWANSEA UPLANDS RFC LIMITED,SA2 7HP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d0e71938,Sway Bowmen,SO42 7SZ,GB-COH-07378606,07378606,SWAY BOWMEN,SO41 8DG,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-fe4fa275,Sydenham Lawn Tennis and Croquet Club Ltd,SE26 6ET,GB-COH-01280576,01280576,SYDENHAM LAWN TENNIS AND CROQUET CLUB LIMITED,SE26 6ET,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e76eb446,Syston Bowling Club,LE7 1HS,GB-COH-06495115,06495115,SYSTON BOWLING CLUB,LE7 1LW,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-0f22f6aa,Taekwondo Association Scotland,IV30 5RW,GB-COH-SC489609,SC489609,TAEKWONDO ASSOCIATION SCOTLAND,IV30 5RW,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-60586cb8,Talkin Tarn Amateur Rowing Club Ltd,CA8 9DH,GB-COH-09859297,09859297,TALKIN TARN AMATEUR ROWING CLUB LIMITED,CA8 1HN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2b97f98c,Tameside Shooting Sports Association Ltd,FK2 0PT,GB-COH-05453075,05453075,TAMESIDE SHOOTING SPORTS ASSOCIATION LIMITED,OL5 9AY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f885bf5b,Tamworth and District Indoor Bowls Club Ltd,B79 8RZ,GB-COH-02353634,02353634,TAMWORTH AND DISTRICT INDOOR BOWLS CLUB LIMITED,B77 4EG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c16dcde6,Tamworth Olympic Gymnastics Club,B77 5TG,GB-COH-09292905,09292905,TAMWORTH OLYMPIC GYMNASTICS CLUB,B79 7UW,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-65f39429,Tamworth Sailing Club Ltd,DE13 7EW,GB-COH-01659368,01659368,TAMWORTH SAILING CLUB LIMITED,B76 0DY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e5eb9b26,Tavistock Rugby Football Club Ltd,PL19 9QS,GB-COH-IP29138R,IP29138R,TAVISTOCK RUGBY FOOTBALL CLUB LIMITED,PL19 0JL,Industrial and Provident Society
GB-CASC-15793783,Tayfun Boxing Gym Ltd,UB5 5QJ,GB-COH-08584710,08584710,TAYFUN BOXING GYM LTD,UB5 5QJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-8c699ccf,Teesdale Gun Club Ltd,DL13 5ER,GB-COH-07629196,07629196,TEESDALE GUN CLUB LIMITED,DL12 0ST,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-fc57d6f2,Tennis World Ltd,TS4 3SA,GB-COH-02362629,02362629,TENNIS WORLD LIMITED,TS4 3SA,Private Limited Company
GB-CASC-1fb1e0c6,Tenterden Tigers Junior Football Club Ltd,TN30 7AU,GB-COH-05245282,05245282,TENTERDEN TIGERS JUNIOR FOOTBALL CLUB LIMITED,TN13 1LZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d12293f9,Tetbury Rugby Football Club Ltd,GL8 8YR,GB-COH-IP030459,IP030459,TETBURY RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-cf5b3964,Teversal Cricket Club,NG17 4DL,GB-COH-CE016407,CE016407,TEVERSAL CRICKET CLUB,,Charitable Incorporated Organisation
GB-CASC-bbdf674d,Teversal Football Club Ltd,NG17 4BG,GB-COH-07574662,07574662,TEVERSAL FOOTBALL CLUB LIMITED,NG17 4HL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-cacf92e6,Thame Town Cricket Club Limited,OX9 3LQ,GB-COH-11074234,11074234,THAME TOWN CRICKET CLUB LIMITED,OX9 3AJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-fd48021b,Thames Rugby Football Club Ltd,RM15 5JU,GB-COH-07676652,07676652,THAMES RUGBY FOOTBALL CLUB LIMITED,RM17 5EJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-89800630,The Cotswold Bowls Club Ltd,GL5 3HG,GB-COH-10768934,10768934,THE COTSWOLD BOWLS CLUB LIMITED,GL5 3HQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a4eb5918,The Dunblane Sports Club Ltd,FK15 0PD,GB-COH-SC068507,SC068507,THE DUNBLANE SPORTS CLUB LIMITED,FK15 0PA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-641ebd14,The Falaise Bowls Association Ltd,TN35 5HH,GB-COH-01338756,01338756,THE FALAISE BOWLS ASSOCIATION LIMITED,TN34 1EU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a376f234,The Halifax West End Golf Club Ltd,HX2 0NT,GB-COH-06948752,06948752,THE HALIFAX WEST END GOLF CLUB LIMITED,HX2 0NT,Private Limited Company
GB-CASC-72608ec9,The Heatons Sports Club Ltd,SK7 3AE,GB-COH-05651445,05651445,THE HEATONS SPORTS CLUB LIMITED,SK4 2NF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-7f8c98dd,The Incorporated Stalybridge St Pauls Cricket Club,OL6 8QW,GB-COH-00037022,00037022,THE INCORPORATED STALYBRIDGE ST PAULS CRICKET CLUB,SK16 5HN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e4da0323,The Loddon Vale Indoor Bowling Club Ltd,RG24 7LE,GB-COH-02569666,02569666,THE LODDON VALE INDOOR BOWLING CLUB LIMITED,RG22 6PG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-9403714e,The New Avalon Gym Ltd,TA6 6LQ,GB-COH-06291485,06291485,THE NEW AVALON GYM LIMITED,BS39 7LE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a7e0bce7,The Park Tennis Club (2012) Ltd,NG2 5NF,GB-COH-08608160,08608160,THE PARK TENNIS CLUB (2012) LIMITED,NG7 1BX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-8bbf1780,The Pastures Golf Club (2008) Ltd,DE3 0UJ,GB-COH-06585820,06585820,THE PASTURES GOLF CLUB (2008) LTD,DE3 0UJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d41771c3,The Redhill Bowling Club Ltd,RH1 5DU,GB-COH-07286092,07286092,THE REDHILL BOWLING CLUB LIMITED,RH1 1AU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-85cf954e,The Roundhegians Rugby Football Club Ltd,LS8 2AT,GB-COH-07434245,07434245,THE ROUNDHEGIANS RUGBY FOOTBALL CLUB LIMITED,LS8 2AT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-cfaef97b,The Shamley Green Cricket Club Ltd,GU5 0UD,GB-COH-06867676,06867676,THE SHAMLEY GREEN CRICKET CLUB LTD,GU5 0UD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e2986a3f,The Velo Club Godalming and Haslemere Ltd,GU7 2QA,GB-COH-06047519,06047519,THE VELO CLUB GODALMING AND HASLEMERE LIMITED,GU7 2QA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-cc903d51,The Warlingham Archery Club,CR3 6RN,GB-COH-07834354,07834354,THE WARLINGHAM ARCHERY CLUB,CR3 5WD,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-715f0a30,The Westgate-on-Sea and Birchington Golf Club Ltd,CT8 8LT,GB-COH-00813655,00813655,THE WESTGATE-ON-SEA AND BIRCHINGTON GOLF CLUB LIMITED,CT8 8LT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-98f8d34f,Thimblemill Recreation and Entertainment Centre,B67 6NR,GB-COH-02022744,02022744,THIMBLEMILL RECREATION AND ENTERTAINMENT CENTRE,B67 6NR,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2c695bcd,Thomas Table Tennis Ltd,CF10 3EL,GB-COH-07738065,07738065,THOMAS TABLE TENNIS LIMITED,CF10 3EL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-09a7ad81,Thornhill Cricket and Bowling Club Ltd,WF12 0RE,GB-COH-09662805,09662805,THORNHILL CRICKET AND BOWLING CLUB LIMITED,WF12 0QL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b34e382f,Thorpe Bay Lawn Tennis Club Ltd,SS3 9ND,GB-COH-09069122,09069122,THORPE BAY LAWN TENNIS CLUB LIMITED,SS1 3HL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-9735463e,Torquay Tennis Club Ltd,TQ2 5HP,GB-COH-09359822,09359822,TORQUAY TENNIS CLUB LIMITED,TQ2 5HP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-fd43687f,Trebanos Rugby Ltd,SA8 4BN,GB-COH-08873908,08873908,TREBANOS RUGBY LIMITED,SA8 4BN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-32784654,Tring Shotokan Karate Club,HP23 4BT,GB-COH-10114274,10114274,TRING SHOTOKAN KARATE CLUB,HP23 6AX,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-2782baa1,Trull Lawn Tennis Club Ltd,TA3 7NY,GB-COH-00717490,00717490,TRULL LAWN TENNIS CLUB LIMITED,TA3 7NY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e1f74687,Truro Rugby Football Club Limited,TR1 1NY,GB-COH-09449233,09449233,TRURO RUGBY FOOTBALL CLUB LIMITED,TR1 1NY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-f43118ff,Tunshill Golf Club Ltd,OL16 3HB,GB-COH-00379630,00379630,TUNSHILL GOLF CLUB LIMITED,OL16 3TS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-913438d6,Twickenham Rugby Football Club Ltd,TW12 2LP,GB-COH-10075320,10075320,TWICKENHAM RUGBY FOOTBALL CLUB LIMITED,SO53 3LG,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-7e42916a,Tycroes RFC Ltd,SA18 3UA,GB-COH-07126383,07126383,TYCROES RFC LIMITED,SA18 3NY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-8662bfc0,Tye Green Indoor Bowls Club Ltd,CM17 0ET,GB-COH-01073048,01073048,TYE GREEN INDOOR BOWLS CLUB LIMITED,CM18 6LU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d02e4441,Tylorstown Rugby Football Community Club Ltd,CF43 3PN,GB-COH-10437583,10437583,TYLORSTOWN RUGBY FOOTBALL COMMUNITY CLUB LIMITED,CF43 3PN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-42fd93e1,Tynemouth Squash Rackets Club Ltd,NE26 1RU,GB-COH-01338103,01338103,TYNEMOUTH SQUASH RACKETS CLUB LIMITED,NE29 8LP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-8408212b,Uckfield Gymnastic Club Ltd,TN22 2HN,GB-COH-08792247,08792247,UCKFIELD GYMNASTIC CLUB LIMITED,TN22 2HN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-4dd3ed80,Uckfield Rugby Football Club Ltd,TN22 2HD,GB-COH-06924791,06924791,UCKFIELD RUGBY FOOTBALL CLUB LIMITED,TN22 1SL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-38d19f4b,UCSC Ltd,CO7 0LD,GB-COH-07629886,07629886,UCSC LTD,CO7 0AZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-da5d5fc3,Ullenwood Bharat Cricket Club,GL4 8JY,GB-COH-11305558,11305558,ULLENWOOD BHARAT CRICKET CLUB,GL14 3NT,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-0e2536d5,Ullswater Yacht Club Ltd,SR7 0EP,GB-COH-05902451,05902451,ULLSWATER YACHT CLUB LIMITED,CA10 2NA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-ab23d128,Ulster Seaplane Association Ltd,BT42 1EE,GB-COH-NI057598,NI057598,ULSTER SEAPLANE ASSOCIATION LIMITED,BT56 8BN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d9909e23,United Quad Racing Ireland Ltd,BT62 2PP,GB-COH-NI630602,NI630602,UNITED QUAD RACING IRELAND LIMITED,BT62 2PP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-76749688,University Vandals Ltd,KT13 9TG,GB-COH-07224596,07224596,UNIVERSITY VANDALS LIMITED,KT16 8AL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-50d5a6b7,Upminster Hockey Club Ltd,RM14 2AF,GB-COH-09581768,09581768,UPMINSTER HOCKEY CLUB LIMITED,RM14 2TX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-5555b189,Upton upon Severn Rugby Football Club Ltd,WR8 9DE,GB-COH-IP031070,IP031070,UPTON UPON SEVERN RUGBY FOOTBALL CLUB LIMITED,,Industrial and Provident Society
GB-CASC-b7699d96,Usk RFC Ltd,NP18 1LT,GB-COH-08093224,08093224,USK RFC LIMITED,NP44 3AU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-81916e4f,Vale Judo Club,LE15 9TS,GB-COH-CE004088,CE004088,VALE JUDO CLUB,,Charitable Incorporated Organisation
GB-CASC-de59fa99,Vale Juniors (Congleton) Football Club Ltd,CW12 4JW,GB-COH-04195043,04195043,VALE JUNIORS (CONGLETON) FOOTBALL CLUB LIMITED,CW12 4JW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-628fa758,Vardre RFC Ltd,SA6 5LF,GB-COH-09437205,09437205,VARDRE RFC LIMITED,SA6 5LF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-16ad7795,Victory Bowls Association Ltd,PO15 6HB,GB-COH-00910304,00910304,VICTORY BOWLS ASSOCIATION LIMITED,PO2 9PB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-bab11e87,Vigo Rugby Football Club Ltd,DA13 0UD,GB-COH-09496142,09496142,VIGO RUGBY FOOTBALL CLUB LIMITED,WC1X 8UE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2fa36c2a,Village Spartans RUFC,M33 2DE,GB-COH-07032078,07032078,VILLAGE SPARTANS RUFC,M33 2DE,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-9bbffd7a,Wakefield Thornes Cricket Club,WF1 3LA,GB-COH-09549145,09549145,WAKEFIELD THORNES CRICKET CLUB,WF2 7RT,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-4d95ac7e,Walker Central Football Club,NE6 4PD,GB-COH-CE011593,CE011593,WALKER CENTRAL FOOTBALL CLUB,,Charitable Incorporated Organisation
GB-CASC-ec0f7adb,Wallingford Rowing Club Ltd,OX14 3DH,GB-COH-05119971,05119971,WALLINGFORD ROWING CLUB LIMITED,OX10 0HD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-cb4c1456,Wallsend Rugby Football Club Ltd,NE28 9DX,GB-COH-07427404,07427404,WALLSEND RUGBY FOOTBALL CLUB LIMITED,NE28 9DX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a9999e34,Walsall Rugby Football Club Ltd,WS1 3JY,GB-COH-IP28674R,IP28674R,WALSALL RUGBY FOOTBALL CLUB LIMITED,WS1 3JY,Industrial and Provident Society
GB-CASC-ec5fb617,Wareham Golf Club Ltd,BH20 4DH,GB-COH-09942158,09942158,WAREHAM GOLF CLUB LTD,BH12 1JY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-2839a09e,Wareham Rangers Youth FC Ltd,BH20 4HJ,GB-COH-10147236,10147236,WAREHAM RANGERS YOUTH FC LTD,BH15 2PW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-5dfa4782,Warrington and District Rifle And Pistol Club Limited,WA4 5LL,GB-COH-10665097,10665097,WARRINGTON AND DISTRICT RIFLE AND PISTOL CLUB LIMITED,WA4 5LL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-d8292ff4,Waterton Park Golf Club Ltd,WF2 6QL,GB-COH-04868359,04868359,WATERTON PARK GOLF CLUB LIMITED,WF2 6QL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-0a467e6c,Wellington Rugby Football Club Ltd,TA21 8JT,GB-COH-IP28412R,IP28412R,WELLINGTON RUGBY FOOTBALL CLUB LIMITED,TA21 8LL,Industrial and Provident Society
GB-CASC-e7a0f17a,Wells Rugby Football Club Ltd,BA5 1AU,GB-COH-06867321,06867321,WELLS RUGBY FOOTBALL CLUB LIMITED,BA5 2FB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-3504d967,Wembley Stallions American Football Club Ltd,HA1 3QL,GB-COH-08964754,08964754,WEMBLEY STALLIONS AMERICAN FOOTBALL CLUB LIMITED,HA6 1PJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-ca52ee66,Wensleydale Rugby Union Football Club Ltd,HG4 4HS,GB-COH-06652530,06652530,WENSLEYDALE RUGBY UNION FOOTBALL CLUB LIMITED,DL8 5AT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e288c916,West Berks Indoor Bowls Association Ltd,RG14 7SW,GB-COH-01715084,01715084,WEST BERKS INDOOR BOWLS ASSOCIATION LIMITED,RG14 7SW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-1c5f512c,West End Bowling Club (Boston) Ltd,PE20 1DB,GB-COH-05040479,05040479,WEST END BOWLING CLUB (BOSTON) LIMITED,PE21 8HE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-91057d11,West Middlesex Lawn Tennis Club Ltd,W13 0JS,GB-COH-02059573,02059573,WEST MIDDLESEX LAWN TENNIS CLUB LIMITED,W13 0JS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e64c4dc4,Westbury Harriers CIC,BS9 3QW,GB-COH-08049301,08049301,WESTBURY HARRIERS CIC,BS9 2RY,Community Interest Company
GB-CASC-c188d17e,Westcliff Rugby Football Club Ltd,SS2 6UN,GB-COH-00531343,00531343,WESTCLIFF RUGBY FOOTBALL CLUB LIMITED,SS2 6UN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-5c4ae8c0,Westerhope Golf Club Ltd,NE5 1PP,GB-COH-05392725,05392725,WESTERHOPE GOLF CLUB LIMITED,NE5 1PP,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-9913a0ec,Westfields Football Club Ltd,HR4 0QT,GB-COH-04200409,04200409,WESTFIELDS FOOTBALL CLUB LIMITED,HR4 7BS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-b3fc580a,Westwood Golf Club Limited,ST13 7AA,GB-COH-11439542,11439542,WESTWOOD GOLF CLUB LIMITED,ST13 7AA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-6656f408,Wey Kayak Club,KT24 5EQ,GB-COH-CE015848,CE015848,WEY KAYAK CLUB,,Charitable Incorporated Organisation
GB-CASC-90596444,Wey Valley Bowls Association Ltd,GU21 8XJ,GB-COH-00993745,00993745,WEY VALLEY BOWLS ASSOCIATION LIMITED,GU1 1HB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-e1c1c2ed,Whitby Golf Club Ltd,YO21 3SR,GB-COH-07365561,07365561,WHITBY GOLF CLUB LIMITED,YO21 3SR,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-c3bed6c1,White Oak Indoor Bowls Centre Ltd,BR8 7BF,GB-COH-05226790,05226790,WHITE OAK INDOOR BOWLS CENTRE LIMITED,BR8 7BF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-96243442,Whitehaven Football Club Ltd,CA14 3JT,GB-COH-05470971,05470971,WHITEHAVEN FOOTBALL CLUB LIMITED,CA28 9DB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-bfa1b69e,Wickford Bowling Club,SS11 7EP,GB-COH-04738098,04738098,WICKFORD BOWLING CLUB,SS11 8JE,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)"
GB-CASC-7bee6472,Wickham Park Sports Club Ltd,BR3 6SW,GB-COH-00291938,00291938,WICKHAM PARK SPORTS CLUB LIMITED,BR4 0AX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-bf68f4ab,Widnes Golf Club Limited,WA8 7DT,GB-COH-11612280,11612280,WIDNES GOLF CLUB LIMITED,WA8 7DT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)"
GB-CASC-a197e5f9,Wigmore Lawn Tennis Club,SE27 0PH,GB-COH-CE017737,CE017737,WIGMORE LAWN TENNIS CLUB,,Charitable Incorporated Organisation
